transaction_id,customer_id,amount,transaction_date
113857,34835,124.1,2024-09-02
113858,25542,19.45,2023-06-04
113859,21879,90.65,2023-02-02
113860,12085,102.82,2022-10-13
113861,29492,151.61,2023-09-08
113862,27369,74.76,2023-01-03
113863,24426,159.25,2023-10-16
113864,22622,116.75,2023-07-04
113865,46329,100.4,2023-09-13
113866,29479,199.34,2023-08-20
113867,31315,198.06,2022-12-13
113868,3104,180.35,2024-04-26
113869,24302,179.14,2023-06-16
113870,9433,84.03,2023-07-16
113871,24689,141.78,2025-01-29
113872,17923,122.37,2023-12-15
113873,10827,73.17,2022-07-11
113874,38664,198.11,2022-04-12
113875,26312,17.55,2022-04-24
113876,29937,6.68,2022-04-17
113877,30656,54.06,2023-05-07
113878,15095,90.16,2024-07-02
113879,1249,8.32,2024-04-21
113880,19512,194.28,2024-05-16
113881,37842,116.03,2024-05-27
113882,48196,14.65,2023-02-19
113883,44384,135.4,2022-09-06
113884,34662,136.16,2022-06-04
113885,24832,150.65,2024-07-22
113886,46187,147.07,2023-07-29
113887,25355,98.52,2023-07-06
113888,48350,6.01,2022-07-07
113889,9708,61.08,2024-10-27
113890,22005,28.24,2024-04-28
113891,12407,110.02,2022-04-25
113892,19100,31.11,2025-02-13
113893,29547,180.39,2023-01-19
113894,44011,188.88,2022-10-11
113895,37800,148.52,2023-04-21
113896,40950,198.44,2023-07-29
113897,39709,157.72,2023-04-29
113898,311,176.71,2023-09-07
113899,37650,65.74,2023-01-18
113900,34498,197.19,2023-03-02
113901,19573,172.34,2022-11-21
113902,8439,91.83,2024-03-25
113903,15019,35.9,2022-12-27
113904,16075,169.29,2024-10-09
113905,14076,163.04,2024-06-20
113906,47324,50.47,2022-04-20
113907,40821,51.47,2022-09-28
113908,42324,106.79,2024-10-11
113909,5597,93.28,2023-11-05
113910,571,173.14,2025-03-06
113911,7219,131.17,2024-12-09
113912,1057,181.32,2022-09-18
113913,19657,155.77,2024-03-03
113914,6778,183.95,2024-02-12
113915,21229,156.36,2023-02-07
113916,48608,173.86,2025-02-13
113917,35523,98.27,2025-01-14
113918,49470,65.33,2025-02-05
113919,4593,136.46,2022-06-21
113920,5641,20.82,2024-01-24
113921,10715,108.46,2022-12-16
113922,41078,110.57,2022-03-30
113923,46307,52.42,2024-07-08
113924,48924,168.27,2025-01-26
113925,41007,199.76,2022-04-04
113926,49006,12.58,2023-03-15
113927,29673,191.4,2024-12-17
113928,40033,9.7,2024-09-09
113929,44257,64.29,2025-01-23
113930,39452,42.1,2022-12-30
113931,42600,30.04,2025-01-23
113932,1586,146.6,2022-08-10
113933,32620,94.14,2023-12-23
113934,48227,108.17,2023-09-01
113935,3643,182.76,2025-02-22
113936,14381,177.18,2024-05-28
113937,18521,166.62,2022-04-29
113938,13318,126.51,2024-03-21
113939,34202,143.24,2022-11-14
113940,5921,145.9,2023-04-10
113941,26096,198.24,2024-02-09
113942,41410,129.08,2023-07-25
113943,45289,148.94,2024-04-26
113944,18240,51.55,2022-04-26
113945,44938,21.02,2023-04-27
113946,34642,148.18,2022-09-17
113947,43696,168.35,2024-06-20
113948,5773,190,2024-08-07
113949,15314,80.34,2024-03-21
113950,48249,152.51,2023-11-16
113951,3850,98.9,2024-05-08
113952,32234,55.33,2023-03-12
113953,7905,24.45,2024-04-07
113954,30593,81.17,2023-07-09
113955,17360,118.45,2024-02-17
113956,32171,160.24,2022-12-28
113957,16982,161.96,2023-10-10
113958,8749,14.88,2022-08-26
113959,40434,128.05,2022-07-13
113960,20648,123.28,2023-05-14
113961,20398,52.82,2024-04-27
113962,40908,16.49,2024-10-02
113963,39779,87.46,2024-02-18
113964,14564,106.24,2022-08-23
113965,45681,35.4,2024-03-26
113966,19240,179.73,2022-08-18
113967,47044,106.51,2023-02-12
113968,19077,51.7,2023-06-23
113969,38753,90.94,2024-02-29
113970,43441,14.96,2024-02-18
113971,33193,83.07,2022-11-25
113972,22605,34.36,2023-10-24
113973,12052,74.9,2023-07-25
113974,31986,22.86,2023-08-28
113975,8395,190.85,2024-04-13
113976,30746,74.69,2023-12-30
113977,28772,183.51,2022-06-27
113978,33081,88.21,2024-09-19
113979,32563,105.31,2024-04-23
113980,12642,17.73,2024-10-19
113981,21566,31.05,2024-01-28
113982,39546,195.28,2023-12-28
113983,26163,164.85,2024-06-07
113984,32115,191.67,2024-03-10
113985,11567,71.92,2023-03-30
113986,1789,191.68,2023-03-16
113987,40951,152.71,2024-02-08
113988,30644,103.39,2023-02-23
113989,30668,105.55,2022-04-28
113990,17278,172.59,2023-11-05
113991,48867,40.53,2024-06-20
113992,11070,172.19,2022-05-23
113993,36076,57.39,2023-06-30
113994,28423,6.21,2023-12-28
113995,48161,80.21,2022-12-23
113996,196,83.18,2024-02-24
113997,31805,19.37,2023-12-04
113998,46438,91.55,2022-04-27
113999,48184,23.94,2025-02-24
114000,36025,39.17,2022-06-03
114001,23224,124.3,2022-09-14
114002,41767,147.93,2024-01-19
114003,19286,31.36,2023-04-07
114004,46551,124.92,2024-05-04
114005,3323,156.38,2024-11-21
114006,48632,140.29,2022-11-20
114007,24016,81.67,2024-11-17
114008,30596,78.18,2024-04-29
114009,37612,72.08,2024-01-20
114010,14262,179.97,2024-12-26
114011,9557,15.23,2023-07-04
114012,11416,139.17,2023-08-07
114013,9218,162.59,2022-05-16
114014,48399,54.34,2024-09-08
114015,24821,38.16,2023-01-02
114016,35407,195.6,2022-04-04
114017,35756,103.69,2022-11-16
114018,17452,191.86,2024-03-14
114019,46037,101.1,2022-09-04
114020,35677,57.3,2025-01-13
114021,46745,9.43,2024-12-23
114022,16632,18.5,2024-08-20
114023,30438,68.82,2024-06-17
114024,41678,12.9,2024-06-02
114025,30463,48.05,2023-06-13
114026,7652,10.45,2023-10-14
114027,41316,68.86,2024-12-14
114028,25065,50.19,2023-01-28
114029,16153,43.32,2022-08-26
114030,12124,152.77,2022-09-09
114031,1518,167.15,2024-07-27
114032,5383,74.31,2022-05-12
114033,40449,61.64,2024-02-07
114034,42553,8.82,2023-03-31
114035,6381,100.08,2024-07-21
114036,6513,168.57,2022-08-29
114037,6594,103.34,2024-02-09
114038,14257,69.76,2025-01-12
114039,7646,51.64,2022-06-29
114040,25163,18.63,2024-09-10
114041,45749,84.66,2023-09-03
114042,7158,82.96,2022-05-16
114043,31615,132.8,2023-01-20
114044,38488,112.24,2024-11-22
114045,2728,20.37,2024-05-19
114046,17012,110.65,2022-09-22
114047,1735,46.76,2024-05-11
114048,47318,13.75,2024-04-29
114049,19701,84.8,2024-11-26
114050,21279,177.82,2024-07-16
114051,30586,8.11,2022-04-08
114052,32893,128.05,2022-09-12
114053,31003,34.25,2024-09-06
114054,48826,14.08,2022-07-01
114055,16064,126.99,2022-11-19
114056,18155,196.39,2023-11-23
114057,2046,148.21,2022-10-01
114058,25375,11.76,2022-11-17
114059,49469,63.05,2024-04-19
114060,1771,173.57,2024-01-24
114061,26404,181.94,2023-06-26
114062,36857,65.04,2024-09-10
114063,33521,107.93,2022-05-06
114064,9244,72.32,2024-04-21
114065,49773,93.67,2024-05-10
114066,4269,116.44,2022-07-06
114067,23318,37.04,2022-07-17
114068,9527,139.48,2022-09-17
114069,13068,31.82,2022-05-01
114070,40809,74.43,2023-03-17
114071,39295,96.71,2023-04-07
114072,43396,64.79,2023-02-15
114073,35470,36.68,2024-11-14
114074,40441,101.32,2023-01-31
114075,47552,145.24,2022-10-24
114076,32975,77.31,2024-12-06
114077,22496,136.03,2023-10-19
114078,1446,198.11,2024-10-29
114079,20476,112.79,2023-09-15
114080,14715,41.09,2025-01-10
114081,14956,119.72,2022-10-24
114082,25719,158.41,2023-11-02
114083,31609,77.08,2022-03-30
114084,13213,165.39,2024-01-16
114085,4360,113.66,2022-05-13
114086,39204,157.71,2024-04-30
114087,40206,18.46,2024-01-23
114088,12570,74,2024-06-08
114089,49286,155.6,2022-04-03
114090,49622,50.8,2024-11-18
114091,46807,176.75,2022-09-04
114092,24726,12.06,2023-12-01
114093,23065,81.02,2023-10-20
114094,40407,59.56,2022-11-08
114095,5690,84.33,2024-08-30
114096,37026,72.64,2022-11-17
114097,48760,137.33,2024-05-31
114098,5051,22.84,2024-12-16
114099,38633,191.77,2022-10-07
114100,17024,151.01,2022-03-14
114101,4374,189.8,2024-09-12
114102,13732,8.68,2024-03-20
114103,19478,117.03,2023-02-20
114104,19771,86.14,2024-08-27
114105,48910,63.44,2022-04-25
114106,48548,100.21,2024-05-25
114107,13401,41.4,2024-10-03
114108,39086,13.49,2025-01-07
114109,48463,181.96,2023-07-07
114110,23736,91.46,2023-05-28
114111,31774,50.35,2024-04-10
114112,3221,151.2,2022-03-13
114113,24964,194.29,2023-08-21
114114,17413,162.57,2023-12-12
114115,26148,62.44,2024-05-13
114116,581,177.97,2024-09-16
114117,34845,199.29,2023-11-01
114118,29076,184.1,2025-01-02
114119,8130,196.71,2022-10-12
114120,12535,160.3,2023-12-22
114121,6189,76.12,2025-02-15
114122,6150,113,2022-09-14
114123,21294,186.18,2023-07-29
114124,13800,10.36,2023-06-05
114125,36770,85.03,2022-04-17
114126,27167,75.18,2023-09-30
114127,35321,101.11,2023-05-06
114128,3346,141.24,2024-10-22
114129,45357,139,2024-08-20
114130,41211,173.57,2024-01-10
114131,35461,103.13,2024-01-10
114132,12154,68.55,2023-12-30
114133,30537,8.85,2024-06-03
114134,27010,53.4,2024-04-07
114135,29942,102.52,2024-02-27
114136,48890,71,2024-08-27
114137,31530,92.04,2025-01-22
114138,18594,37.95,2024-06-06
114139,4987,151.17,2023-03-18
114140,27881,40.43,2024-11-25
114141,34336,71.77,2024-04-19
114142,29195,51.91,2022-05-22
114143,32384,35.16,2022-09-03
114144,4477,68.44,2023-10-04
114145,49553,65.54,2022-10-19
114146,11195,7.78,2023-06-20
114147,38052,84.44,2022-07-13
114148,6610,27.37,2024-11-10
114149,25875,193.01,2024-02-28
114150,24092,16.4,2023-11-29
114151,4173,54.46,2022-04-24
114152,23792,149.03,2022-06-09
114153,12312,86.33,2024-08-21
114154,47752,172.03,2025-01-11
114155,30773,83.47,2025-01-06
114156,32545,120.86,2023-09-08
114157,48713,148.46,2024-07-22
114158,17303,161.55,2024-01-12
114159,10088,55.12,2023-01-15
114160,5176,123.66,2023-08-25
114161,5975,19.82,2025-02-10
114162,13958,107.72,2023-10-17
114163,21728,53.87,2023-09-23
114164,17767,152.52,2022-07-03
114165,21107,114.07,2024-09-08
114166,18966,102.51,2022-08-18
114167,18979,93.58,2022-10-28
114168,10464,143.44,2024-09-05
114169,22616,10.82,2022-08-18
114170,27339,79.28,2023-11-29
114171,30172,57.17,2024-04-20
114172,31336,83.61,2025-03-06
114173,22071,181.43,2022-08-28
114174,48021,195.34,2022-08-04
114175,29408,22.13,2024-07-26
114176,44071,145.56,2024-09-15
114177,8622,134.03,2022-11-26
114178,11805,138.08,2022-06-30
114179,25866,106.06,2023-06-11
114180,38801,151.81,2023-10-16
114181,13715,68.51,2024-03-23
114182,39117,77.52,2024-12-13
114183,47498,131.28,2022-06-04
114184,48669,9.32,2023-02-28
114185,4512,77.19,2022-08-04
114186,17098,35.05,2024-06-21
114187,11886,95.65,2024-03-25
114188,20709,20.99,2024-07-02
114189,12534,37.79,2022-12-25
114190,43291,196.91,2023-04-18
114191,31256,14.61,2022-11-02
114192,6719,134.8,2022-10-08
114193,28703,107.42,2024-04-16
114194,19213,45.94,2023-12-13
114195,47968,35.82,2022-11-30
114196,1569,10.76,2023-03-29
114197,44674,27.54,2023-05-03
114198,37020,105.05,2023-08-02
114199,141,12.65,2024-06-19
114200,14213,195.35,2023-09-07
114201,26425,23.05,2022-06-10
114202,6794,180.87,2022-12-17
114203,20017,104.25,2025-01-14
114204,12885,106.15,2024-08-16
114205,32412,103.49,2024-03-14
114206,24713,103.12,2024-12-29
114207,22304,190.59,2022-05-02
114208,6430,113.4,2024-12-16
114209,2443,120.35,2022-11-13
114210,39578,155.19,2024-05-10
114211,40670,93.61,2023-05-30
114212,26355,133.07,2024-05-21
114213,19637,96.72,2025-01-24
114214,24363,169.7,2022-09-10
114215,44758,179.87,2022-05-15
114216,4810,17.43,2023-09-09
114217,12131,145.9,2025-03-03
114218,22578,172.02,2023-03-30
114219,36609,91.95,2024-03-08
114220,7694,101.81,2025-02-24
114221,42629,109.77,2024-03-21
114222,43536,149.49,2024-02-15
114223,6831,49.58,2022-06-10
114224,25654,154.08,2023-09-02
114225,10105,106.42,2023-12-30
114226,39380,63.04,2022-09-08
114227,7199,133.32,2022-11-25
114228,45495,59.07,2023-05-27
114229,18902,61.56,2024-04-20
114230,12763,46.38,2022-12-28
114231,3856,105.22,2023-07-22
114232,29962,154.19,2022-12-08
114233,4285,113.93,2024-11-03
114234,23240,171.27,2022-11-13
114235,19405,94.24,2022-08-09
114236,10174,37.35,2024-09-08
114237,26272,141.03,2023-01-09
114238,20373,120.92,2023-06-16
114239,34646,8.27,2024-02-19
114240,39381,130.64,2024-01-12
114241,33261,40.46,2022-06-29
114242,32621,106.25,2023-02-07
114243,16254,93.99,2024-03-15
114244,19134,150.7,2024-01-23
114245,400,116.76,2022-06-04
114246,17010,113.16,2022-08-17
114247,49473,87.93,2024-08-28
114248,45803,18.94,2023-11-10
114249,13363,93.66,2025-02-10
114250,43476,100.35,2022-03-29
114251,39045,9.98,2024-05-13
114252,4106,170.57,2024-10-22
114253,36033,94.42,2024-05-21
114254,3140,140.54,2023-05-05
114255,43683,194.03,2024-03-13
114256,28813,79.99,2024-04-11
114257,2683,113.69,2022-10-20
114258,15148,90.36,2023-01-02
114259,24869,105.02,2024-06-29
114260,28018,73.53,2023-03-01
114261,15558,190.55,2022-08-19
114262,13045,19.13,2023-03-27
114263,7468,146.84,2022-06-07
114264,49650,103.37,2023-05-16
114265,49955,126.54,2022-05-14
114266,45496,172.72,2024-06-03
114267,45878,65.56,2025-03-01
114268,48001,193.07,2023-03-23
114269,11007,10.6,2022-08-21
114270,48339,123.85,2024-04-15
114271,44677,25.05,2024-03-13
114272,47643,135.48,2024-09-08
114273,2675,133.37,2022-12-06
114274,47613,76.56,2023-12-26
114275,27663,29.19,2025-02-09
114276,3959,79.33,2022-10-04
114277,29493,18.28,2022-10-11
114278,5705,25.38,2024-06-25
114279,27540,84.54,2023-06-16
114280,30967,164.83,2024-06-04
114281,31600,9.93,2023-05-17
114282,36104,100.76,2022-10-24
114283,40533,66.23,2022-04-29
114284,23974,100.07,2024-11-13
114285,24382,117.03,2024-06-30
114286,14672,171.06,2023-07-11
114287,10470,117.59,2023-08-18
114288,28671,177.95,2023-05-02
114289,3886,65,2024-10-26
114290,240,192.96,2023-07-11
114291,4793,128.06,2024-03-01
114292,14339,143.96,2023-02-27
114293,29840,178.22,2024-05-06
114294,43592,105.28,2022-11-26
114295,39403,133,2022-10-10
114296,45413,165.64,2024-03-25
114297,23077,42.74,2023-11-21
114298,8565,92.87,2024-01-09
114299,10977,148.97,2022-08-09
114300,24093,35.15,2024-11-22
114301,12393,80.2,2023-01-01
114302,5260,123.03,2024-08-09
114303,38020,124.89,2022-06-07
114304,40718,68.57,2023-06-07
114305,40700,104.07,2024-04-02
114306,28396,17.98,2022-08-12
114307,39544,46.04,2024-02-15
114308,42077,136.52,2022-11-02
114309,46180,177.63,2024-03-29
114310,4406,142.83,2023-06-14
114311,23385,130.68,2023-01-02
114312,22866,198.31,2024-07-17
114313,12734,197.58,2024-10-26
114314,917,146.04,2023-08-03
114315,11320,180.2,2022-11-08
114316,42722,138.32,2024-09-13
114317,27360,107.04,2025-01-15
114318,3373,7.9,2022-05-28
114319,47740,125.69,2022-04-04
114320,16744,55.27,2023-11-05
114321,35988,43.42,2024-07-13
114322,13592,75.8,2022-05-20
114323,12376,174.56,2025-02-15
114324,37707,100.32,2024-09-03
114325,15225,129.07,2024-02-19
114326,14941,190.86,2023-05-25
114327,37889,17.28,2025-02-11
114328,19568,119.44,2025-02-22
114329,4873,149.44,2022-07-11
114330,12610,89.44,2025-02-26
114331,49781,76.59,2023-12-06
114332,5651,88.99,2022-07-08
114333,16307,26.86,2023-07-05
114334,29488,58.97,2023-07-17
114335,22546,183.91,2024-03-26
114336,1555,33.91,2024-10-02
114337,9165,105.19,2023-10-07
114338,17531,101.06,2023-11-16
114339,38113,129.12,2024-03-29
114340,28888,149.5,2024-11-02
114341,33953,19.65,2024-06-01
114342,756,38.36,2022-08-18
114343,7534,189.3,2022-12-04
114344,36524,22.74,2024-10-06
114345,25500,68.5,2024-01-06
114346,11326,12.12,2024-12-11
114347,24709,23.49,2023-10-17
114348,28444,106.37,2022-05-24
114349,42274,111.6,2023-01-20
114350,34661,117.97,2023-05-24
114351,17351,52.28,2024-11-30
114352,24515,115.31,2024-04-20
114353,20538,55.63,2022-09-14
114354,37023,96.04,2024-05-29
114355,47746,24.13,2023-11-21
114356,25906,108.09,2023-01-09
114357,32787,65.76,2022-06-18
114358,10872,106.62,2023-06-15
114359,17857,134.82,2024-08-10
114360,21100,75.27,2022-06-30
114361,27356,84.73,2022-07-19
114362,42949,114.76,2023-12-15
114363,23420,92.62,2022-11-11
114364,22934,15.91,2022-12-13
114365,11226,172.75,2023-06-22
114366,34809,33.24,2023-05-31
114367,12144,21.93,2022-08-23
114368,32044,65,2024-10-13
114369,41872,194.99,2022-03-22
114370,8815,17.4,2023-11-05
114371,3701,128.03,2022-04-14
114372,25504,196.35,2025-01-17
114373,23915,94.94,2022-10-11
114374,24877,33.15,2022-03-28
114375,7788,141.11,2023-03-15
114376,37342,69.67,2023-07-24
114377,6921,105.52,2024-02-24
114378,38869,182.44,2024-09-14
114379,29844,48.86,2022-06-03
114380,4,172.24,2023-02-03
114381,16875,71.45,2025-02-04
114382,29715,140.49,2023-08-29
114383,37987,70.79,2022-12-08
114384,45930,143.45,2023-03-02
114385,11035,142.2,2023-12-11
114386,8664,91.64,2022-04-02
114387,34914,103.3,2024-05-22
114388,13555,166.89,2023-06-04
114389,15362,96.09,2024-01-05
114390,28867,73.7,2022-04-22
114391,11197,101.8,2023-05-17
114392,31775,62.64,2023-06-24
114393,37069,43.11,2024-06-10
114394,9061,54.38,2024-10-02
114395,16490,97.56,2024-01-21
114396,24230,44.96,2024-11-03
114397,28642,35.88,2024-12-14
114398,42123,58.12,2023-12-26
114399,5834,156.24,2022-08-06
114400,24588,106.11,2022-03-18
114401,9149,195.26,2025-01-18
114402,31330,94.39,2023-12-09
114403,3028,160.78,2023-02-08
114404,18137,141.83,2022-07-18
114405,36495,9.87,2025-02-25
114406,2730,159.7,2024-05-14
114407,11187,22.81,2022-12-10
114408,4534,174.53,2024-06-20
114409,5437,163.88,2024-08-05
114410,18802,162.89,2023-04-02
114411,39298,39.92,2023-04-04
114412,3691,116.68,2023-06-14
114413,38694,69.26,2024-07-21
114414,32054,134.34,2023-07-17
114415,1113,164.53,2023-06-26
114416,21205,159.34,2023-05-09
114417,30028,23.53,2022-06-12
114418,26510,30.56,2022-05-23
114419,44975,74.55,2023-01-19
114420,32822,24.16,2023-02-21
114421,48557,126.92,2023-06-03
114422,47606,37.43,2025-01-01
114423,18569,126.84,2022-09-22
114424,38388,178.41,2024-01-28
114425,47918,168.01,2024-12-11
114426,35452,65.13,2024-08-07
114427,10790,47.16,2024-09-12
114428,29999,48.1,2023-08-01
114429,30432,35.5,2024-03-16
114430,24297,25.08,2023-07-07
114431,23078,74.86,2023-06-24
114432,2507,124.05,2024-01-31
114433,10793,76.17,2024-04-14
114434,7879,47.54,2022-08-16
114435,45684,198.01,2023-08-09
114436,10225,164.46,2024-11-17
114437,3789,85.86,2024-08-02
114438,15266,95.3,2023-07-28
114439,48557,186.5,2023-03-03
114440,43935,35.99,2024-10-06
114441,31282,199.87,2024-10-29
114442,36655,74.02,2023-08-20
114443,18645,138.37,2024-08-13
114444,10642,114.83,2022-04-01
114445,41660,18.04,2024-11-27
114446,963,181.76,2023-11-19
114447,1692,38.03,2022-07-13
114448,9653,160.83,2022-11-05
114449,6906,153.68,2022-10-08
114450,38316,44.65,2024-06-04
114451,38717,163.68,2023-12-06
114452,25637,87.51,2023-06-20
114453,12352,119.93,2024-07-02
114454,49136,50.23,2023-03-01
114455,45348,137.38,2024-09-13
114456,12381,144.65,2022-11-01
114457,12130,127.5,2023-02-10
114458,43722,113.92,2023-04-12
114459,9541,77.02,2023-02-13
114460,7073,82.17,2022-03-30
114461,34691,122.09,2024-08-18
114462,2940,186.1,2024-10-20
114463,49260,70.6,2022-05-10
114464,2680,60.47,2024-10-08
114465,8926,17.93,2023-09-05
114466,24125,194.84,2024-12-09
114467,9179,50.77,2022-10-03
114468,41357,194.55,2023-01-17
114469,32347,121.98,2022-08-26
114470,14393,162.27,2023-06-10
114471,30361,22.03,2023-04-08
114472,46397,82.28,2022-11-01
114473,12233,175.23,2022-09-26
114474,41546,40.85,2022-07-12
114475,41660,145.89,2024-02-10
114476,30576,92.62,2022-04-04
114477,31083,174.51,2024-02-22
114478,31152,53.38,2023-01-16
114479,7659,161.61,2025-02-06
114480,3085,154.97,2023-05-23
114481,8530,72.76,2024-08-14
114482,42164,76.53,2022-11-22
114483,36026,100.28,2024-01-16
114484,45252,16.39,2022-03-14
114485,40285,38.38,2023-10-25
114486,1732,135.36,2023-08-29
114487,34097,14.75,2024-02-25
114488,13906,101.77,2024-09-13
114489,21205,20.7,2022-05-25
114490,24208,16.43,2024-10-18
114491,22916,120.65,2022-07-16
114492,770,134.72,2023-10-01
114493,808,128.04,2023-07-28
114494,28552,74.87,2024-11-28
114495,30883,187.15,2023-02-28
114496,26487,173.48,2022-03-24
114497,44907,107.76,2023-08-12
114498,30727,67.83,2022-03-22
114499,48758,77.6,2022-08-28
114500,41319,164.37,2023-07-08
114501,39925,178.1,2022-06-17
114502,18199,82.27,2024-08-22
114503,35968,171.8,2024-06-10
114504,22706,84.48,2022-07-18
114505,47824,77.56,2025-02-21
114506,48188,29.71,2024-11-30
114507,5468,150.32,2024-04-30
114508,44648,65.75,2024-06-30
114509,6344,159.13,2024-06-12
114510,36050,15.86,2022-05-07
114511,30807,187.31,2024-08-12
114512,15523,113.29,2024-03-19
114513,14186,108.91,2024-09-29
114514,39815,188.27,2023-06-17
114515,31431,128.54,2022-03-29
114516,11666,167.96,2024-10-19
114517,390,97.67,2024-11-29
114518,36946,93.75,2025-01-19
114519,48123,48.53,2024-03-05
114520,30860,193.39,2022-04-01
114521,45422,19.52,2024-11-12
114522,19344,137.97,2024-06-16
114523,217,183.15,2023-06-13
114524,1382,192.47,2023-11-23
114525,22995,168.34,2024-10-19
114526,9948,114.98,2023-12-04
114527,40891,100.38,2023-01-29
114528,33175,43.26,2022-10-31
114529,47046,131.66,2024-04-23
114530,38389,135.66,2023-11-20
114531,23143,141.54,2023-06-11
114532,10350,98.67,2023-07-11
114533,47314,74.46,2022-06-09
114534,44836,46.75,2024-08-29
114535,24649,115.29,2024-02-15
114536,10136,51.11,2022-12-16
114537,2753,162.17,2022-07-22
114538,6726,7.45,2022-07-21
114539,35368,49.7,2024-05-08
114540,25492,39.83,2024-04-02
114541,32575,60.35,2022-12-04
114542,31885,73.19,2024-04-13
114543,27386,134.43,2023-11-07
114544,37756,103.26,2024-12-31
114545,21136,122.65,2023-02-24
114546,4360,96.94,2024-11-21
114547,49427,19.37,2023-08-26
114548,12012,57.59,2024-02-29
114549,43851,16.07,2024-10-22
114550,21176,65.32,2024-11-26
114551,47127,90.54,2022-10-05
114552,40296,67.22,2024-05-24
114553,4769,149.28,2023-04-23
114554,36768,77.06,2023-08-11
114555,15074,132.21,2023-02-07
114556,35455,174.4,2023-06-12
114557,45964,20.04,2023-03-27
114558,13234,30.93,2023-08-01
114559,47250,12.52,2025-02-05
114560,20359,187.7,2023-01-30
114561,30833,90.98,2023-09-16
114562,42414,46.38,2024-10-17
114563,4705,72.91,2022-03-24
114564,12237,199.35,2023-01-29
114565,33764,57.22,2023-01-24
114566,38271,113.55,2024-02-29
114567,18245,172.9,2024-12-23
114568,8483,150.8,2023-04-07
114569,839,175.31,2023-05-24
114570,34154,147.66,2022-12-22
114571,37710,188.46,2025-02-27
114572,35890,29.38,2024-03-01
114573,13338,134.34,2024-02-08
114574,47604,139.25,2023-09-11
114575,16823,185.33,2024-02-26
114576,25468,71.68,2022-12-16
114577,45021,57.38,2025-01-11
114578,19240,58.22,2023-02-27
114579,5078,19.28,2025-03-01
114580,44157,97.01,2025-02-06
114581,6024,123.95,2022-10-22
114582,43578,61.5,2023-12-09
114583,26345,67.91,2025-01-05
114584,24841,116.52,2024-08-30
114585,42007,51.71,2022-06-27
114586,30883,50,2022-05-10
114587,19317,109.02,2023-01-20
114588,5721,101,2022-12-18
114589,2365,82.85,2023-03-14
114590,28442,121.15,2024-09-20
114591,44730,76,2025-02-18
114592,34050,181.96,2025-03-05
114593,47073,172.36,2023-04-12
114594,37302,75.65,2022-07-15
114595,23407,65.3,2025-01-15
114596,43445,178.84,2024-01-07
114597,18882,69.03,2024-02-06
114598,9350,20.76,2024-03-21
114599,5201,12.21,2025-01-24
114600,3953,83.37,2024-10-20
114601,17320,26.34,2024-04-13
114602,24389,124.55,2022-05-19
114603,17823,169.53,2022-05-21
114604,38130,182.25,2022-07-04
114605,46767,53.56,2024-01-29
114606,642,176.05,2022-05-29
114607,48161,19.48,2024-03-21
114608,39152,36.39,2023-05-08
114609,23129,115.11,2022-05-23
114610,30911,139.25,2023-05-11
114611,2451,93.71,2024-03-04
114612,13996,68.5,2024-07-06
114613,30685,190.15,2023-11-07
114614,6242,65.98,2024-12-18
114615,33764,10.6,2024-06-02
114616,40074,60.93,2024-06-11
114617,21961,122.49,2024-06-14
114618,48731,63.35,2022-03-29
114619,6010,15.51,2022-09-22
114620,49867,106.55,2023-03-11
114621,9289,143.59,2024-11-23
114622,33585,181.27,2024-12-30
114623,13909,186.48,2023-05-06
114624,21049,115.64,2023-02-11
114625,30876,23.2,2022-07-31
114626,33900,118.67,2022-04-08
114627,31276,180.94,2025-03-05
114628,31267,124.69,2022-05-29
114629,9981,167.26,2024-03-30
114630,21811,65.92,2023-02-16
114631,20568,38.38,2022-12-17
114632,22547,50.73,2024-08-25
114633,22390,68.12,2022-10-15
114634,15688,50.89,2022-10-16
114635,40183,139.67,2023-03-08
114636,35522,119.62,2023-10-30
114637,44739,42.49,2023-08-01
114638,7112,133.36,2022-05-31
114639,33554,122.2,2024-10-20
114640,12607,34.2,2024-07-24
114641,43853,184.49,2024-04-18
114642,42183,124.68,2022-10-29
114643,25459,84.96,2022-06-13
114644,46976,141.2,2023-05-21
114645,44808,13.25,2022-12-11
114646,45481,199.85,2023-04-12
114647,39609,104.69,2024-02-28
114648,14921,158.51,2024-09-28
114649,24745,186.8,2024-02-13
114650,45484,60.31,2022-12-15
114651,49219,17.64,2023-05-16
114652,45818,126.77,2023-10-04
114653,16236,106.07,2024-08-25
114654,30801,100.08,2024-06-10
114655,41035,40.51,2024-08-11
114656,24736,197.79,2025-02-13
114657,36588,123.61,2023-12-20
114658,30870,192.62,2023-04-28
114659,34610,73.76,2022-04-25
114660,15963,101.92,2023-04-30
114661,19733,88.44,2023-06-02
114662,12595,22.04,2023-01-23
114663,4203,192.3,2024-10-09
114664,46368,74.34,2022-09-28
114665,43070,42.14,2023-04-19
114666,40978,108.38,2025-01-08
114667,25280,112.1,2023-02-07
114668,49518,121.62,2023-07-29
114669,48766,77.55,2024-08-13
114670,48622,194.67,2023-09-08
114671,43545,76.21,2023-05-11
114672,6014,106.71,2023-05-03
114673,11083,79.22,2022-03-28
114674,29801,62.26,2022-04-06
114675,23247,148.13,2023-08-07
114676,21367,121.95,2022-04-10
114677,29155,45.6,2022-12-13
114678,34062,7.69,2023-03-07
114679,27931,158.52,2023-07-10
114680,12461,93.93,2023-06-15
