subscription_id,customer_id,plan_type,start_date,end_date,status
3582,8044,Premium,2023-06-03,,Active
3583,3105,Standard,2025-02-12,,Canceled
3584,35693,Basic,2022-09-05,2026-01-23,Active
3585,31311,Basic,2024-12-12,2027-03-01,Active
3586,40068,Basic,2022-03-31,,Canceled
3587,14856,Basic,2024-10-29,2026-04-17,Active
3588,10363,Basic,2023-10-14,2025-08-14,Active
3589,38190,Premium,2023-03-03,,Active
3590,8310,Standard,2024-12-31,,Canceled
3591,26379,Basic,2023-10-12,2025-03-17,Active
3592,1037,Standard,2022-08-22,2026-04-15,Active
3593,3264,Standard,2024-05-06,2026-10-30,Active
3594,49005,Basic,2024-11-28,,Canceled
3595,25234,Basic,2023-06-29,2025-06-10,Active
3596,24969,Standard,2022-05-16,2027-01-27,Canceled
3597,49068,Premium,2022-06-27,2026-01-12,Canceled
3598,29309,Standard,2023-04-08,2026-12-23,Active
3599,15647,Standard,2023-07-27,2026-08-10,Active
3600,36740,Standard,2023-01-24,2026-08-03,Active
3601,32840,Standard,2024-08-31,2025-09-16,Active
3602,34547,Premium,2022-11-20,2026-04-19,Active
3603,39087,Standard,2023-12-29,2026-12-17,Canceled
3604,41166,Standard,2023-09-01,2027-01-22,Active
3605,18116,Basic,2022-07-08,2025-10-14,Active
3606,45293,Standard,2024-07-15,2025-09-02,Active
3607,36669,Basic,2023-04-02,2025-04-25,Active
3608,39254,Standard,2022-09-20,,Active
3609,8206,Basic,2022-11-13,2025-09-14,Active
3610,35218,Standard,2023-02-11,2027-02-15,Active
3611,14809,Standard,2024-11-02,2025-11-05,Active
3612,10209,Basic,2025-01-11,2025-10-11,Canceled
3613,4569,Basic,2022-08-10,2025-03-28,Canceled
3614,35103,Premium,2022-06-29,2025-05-23,Active
3615,40794,Standard,2022-07-22,,Active
3616,16233,Premium,2022-10-18,,Canceled
3617,2971,Premium,2023-04-26,2027-02-08,Canceled
3618,31094,Basic,2024-09-23,2026-02-01,Canceled
3619,23133,Standard,2024-07-09,2026-03-22,Canceled
3620,21681,Standard,2022-03-13,,Active
3621,715,Basic,2022-08-07,2026-06-23,Active
3622,20731,Standard,2022-06-05,2027-01-03,Active
3623,24994,Premium,2024-10-09,2025-12-14,Active
3624,38693,Basic,2023-04-14,,Active
3625,6387,Basic,2023-02-10,,Canceled
3626,34360,Standard,2022-11-05,,Canceled
3627,30958,Premium,2025-02-28,2026-03-30,Canceled
3628,20416,Basic,2024-12-14,2026-06-23,Active
3629,32259,Basic,2024-06-21,,Active
3630,14952,Premium,2022-10-08,2026-12-24,Canceled
3631,14841,Basic,2023-02-21,2026-04-14,Active
3632,8548,Premium,2023-06-17,2025-06-07,Canceled
3633,45702,Basic,2024-05-18,2025-05-26,Active
3634,35054,Basic,2024-10-09,2025-07-13,Active
3635,29400,Standard,2024-01-07,2026-01-31,Active
3636,181,Standard,2024-05-23,,Canceled
3637,49497,Standard,2024-09-17,2025-07-20,Active
3638,34925,Basic,2023-08-08,2025-08-14,Active
3639,27444,Basic,2022-10-19,,Active
3640,4441,Basic,2024-11-19,,Active
3641,44807,Standard,2023-09-19,2027-02-19,Active
3642,5384,Basic,2024-11-15,2025-05-29,Active
3643,30809,Basic,2024-11-13,2026-01-06,Canceled
3644,39586,Standard,2022-12-09,,Canceled
3645,32966,Basic,2022-05-19,2026-12-16,Active
3646,14434,Premium,2024-08-04,2026-06-19,Active
3647,38522,Basic,2023-05-05,,Active
3648,27566,Basic,2024-02-11,,Canceled
3649,48686,Standard,2024-04-04,2027-01-31,Active
3650,16998,Basic,2023-05-31,2026-11-28,Active
3651,47593,Standard,2024-10-05,2026-05-05,Active
3652,43106,Basic,2023-11-04,2025-09-02,Active
3653,16809,Standard,2022-05-22,2025-05-16,Canceled
3654,43381,Standard,2025-03-06,2027-02-20,Active
3655,30704,Basic,2023-09-10,,Active
3656,38641,Standard,2024-07-05,2026-06-27,Active
3657,20699,Premium,2023-04-03,2026-09-15,Canceled
3658,38474,Standard,2022-11-16,2025-12-22,Active
3659,12893,Basic,2022-11-01,2026-09-17,Canceled
3660,39570,Basic,2023-11-16,2027-01-06,Canceled
3661,38011,Basic,2022-07-30,2026-11-16,Active
3662,23409,Basic,2022-09-29,2026-12-02,Active
3663,21519,Basic,2023-12-30,,Active
3664,36658,Basic,2022-08-03,2026-06-17,Active
3665,33361,Basic,2024-10-03,2027-01-17,Active
3666,28926,Standard,2024-04-17,2026-11-24,Active
3667,28101,Basic,2024-04-22,2025-11-15,Active
3668,45118,Standard,2024-01-30,,Active
3669,38240,Basic,2023-07-08,2025-10-26,Canceled
3670,17763,Basic,2023-06-04,,Active
3671,312,Basic,2022-04-21,,Canceled
3672,18141,Basic,2022-08-31,2025-05-16,Active
3673,32251,Basic,2022-08-05,2026-11-05,Active
3674,25434,Basic,2024-07-26,2026-12-29,Active
3675,40050,Standard,2022-09-19,,Canceled
3676,33258,Basic,2024-07-07,2027-02-05,Canceled
3677,42935,Basic,2023-05-01,,Active
3678,30878,Basic,2024-02-20,2025-06-20,Active
3679,46721,Basic,2023-08-19,2025-06-14,Active
3680,40010,Basic,2025-01-27,2026-05-22,Active
3681,15734,Standard,2023-04-19,2026-09-15,Active
3682,17391,Basic,2023-05-11,2027-02-22,Active
3683,905,Standard,2022-12-12,,Canceled
3684,31234,Basic,2025-01-01,,Active
3685,38390,Standard,2023-06-23,2026-09-06,Canceled
3686,23408,Standard,2023-02-10,2025-09-26,Canceled
3687,44000,Standard,2023-07-13,,Canceled
3688,38575,Standard,2023-01-31,2025-08-13,Canceled
3689,20592,Basic,2022-08-12,,Active
3690,21561,Basic,2024-05-24,2025-08-16,Active
3691,35483,Basic,2024-03-15,2025-09-27,Active
3692,34538,Basic,2024-04-14,2026-03-03,Active
3693,21256,Standard,2024-07-10,2025-08-02,Active
3694,31393,Premium,2024-09-14,2026-07-12,Active
3695,39142,Basic,2024-10-30,2026-06-25,Active
3696,21047,Basic,2022-06-04,2026-04-15,Active
3697,37779,Basic,2024-09-03,2025-08-12,Active
3698,4638,Standard,2024-12-01,2025-03-28,Canceled
3699,41189,Standard,2024-05-28,2026-11-22,Canceled
3700,32915,Basic,2023-12-22,,Active
3701,43552,Premium,2023-09-01,2026-02-09,Active
3702,49625,Standard,2023-08-30,2027-02-07,Active
3703,47163,Basic,2024-04-04,2025-06-02,Active
3704,16267,Premium,2023-11-16,2027-01-07,Active
3705,38429,Standard,2023-05-17,2026-03-21,Active
3706,28520,Basic,2024-09-28,2025-05-10,Canceled
3707,30648,Standard,2023-01-30,,Canceled
3708,952,Basic,2024-03-20,2025-06-27,Canceled
3709,49116,Standard,2023-04-11,,Canceled
3710,25322,Premium,2022-06-16,2025-08-21,Active
3711,47333,Standard,2024-01-10,2026-12-08,Canceled
3712,48068,Premium,2022-09-30,2025-11-11,Canceled
3713,7625,Basic,2022-05-11,2026-07-31,Active
3714,32357,Standard,2023-07-13,2026-10-01,Active
3715,32591,Basic,2023-12-02,,Canceled
3716,31130,Basic,2024-02-16,2026-02-04,Canceled
3717,2087,Basic,2024-04-04,,Active
3718,5998,Standard,2025-02-18,,Active
3719,25592,Basic,2022-05-11,2025-10-21,Active
3720,3356,Standard,2024-09-26,,Active
3721,48412,Standard,2023-05-17,2026-07-24,Active
3722,9736,Basic,2024-01-31,2025-06-03,Active
3723,20496,Basic,2023-09-10,,Active
3724,40722,Standard,2023-03-31,2026-05-27,Active
3725,1529,Basic,2024-10-19,,Active
3726,21828,Standard,2024-03-30,2026-03-17,Canceled
3727,16919,Standard,2023-04-08,2025-05-07,Canceled
3728,32962,Premium,2024-06-28,,Active
3729,45471,Basic,2023-05-31,2026-10-25,Canceled
3730,48270,Standard,2023-06-19,2027-01-25,Active
3731,5689,Basic,2024-01-08,,Active
3732,12579,Basic,2022-04-15,2026-10-24,Active
3733,25889,Basic,2023-10-02,,Active
3734,48417,Basic,2024-08-18,2026-09-21,Active
3735,11749,Basic,2024-05-07,,Active
3736,19667,Standard,2023-12-22,,Active
3737,19700,Premium,2023-01-10,2026-05-14,Canceled
3738,9192,Standard,2024-02-05,,Canceled
3739,9131,Basic,2024-12-28,2025-08-23,Active
3740,43082,Standard,2024-09-20,,Canceled
3741,44608,Standard,2022-10-22,2026-08-18,Canceled
3742,14173,Basic,2023-03-06,,Active
3743,11951,Standard,2022-03-31,,Active
3744,7518,Standard,2022-04-05,2026-06-29,Active
3745,3014,Premium,2024-09-07,2026-01-29,Active
3746,30739,Basic,2024-03-25,,Canceled
3747,18609,Basic,2023-01-03,2026-08-24,Active
3748,42651,Basic,2024-03-26,,Active
3749,12386,Basic,2024-01-11,2027-01-21,Canceled
3750,32059,Standard,2023-03-21,2026-04-14,Active
3751,22515,Basic,2024-07-20,2026-05-24,Active
3752,31775,Premium,2024-12-15,2025-11-24,Active
3753,24099,Basic,2025-01-23,2026-02-25,Active
3754,2012,Premium,2022-11-20,2027-01-27,Active
3755,31700,Basic,2023-10-25,2026-10-15,Active
3756,40239,Standard,2022-08-05,2026-03-28,Active
3757,22256,Basic,2023-08-19,2025-07-25,Active
3758,33279,Premium,2024-03-18,2027-02-15,Canceled
3759,22733,Premium,2023-02-21,,Canceled
3760,16487,Basic,2022-07-24,2025-06-28,Active
3761,25424,Standard,2023-10-28,2026-12-09,Canceled
3762,13623,Basic,2025-03-01,2026-01-12,Active
3763,43244,Basic,2024-07-26,,Active
3764,23467,Premium,2023-01-25,2026-11-08,Canceled
3765,30857,Standard,2023-01-24,,Active
3766,35155,Premium,2025-01-31,,Active
3767,17302,Premium,2023-12-15,,Active
3768,38309,Premium,2024-09-15,2026-03-10,Active
3769,12403,Standard,2023-07-22,,Active
3770,24451,Premium,2023-06-26,2026-07-22,Canceled
3771,42888,Standard,2025-01-31,,Active
3772,39141,Basic,2025-01-13,2026-08-21,Active
3773,47610,Basic,2023-06-11,2026-11-07,Canceled
3774,23936,Basic,2024-02-13,2025-04-15,Active
3775,20907,Basic,2023-11-27,,Active
3776,9990,Basic,2023-07-02,2025-03-16,Active
3777,30762,Basic,2024-11-19,,Active
3778,37719,Premium,2024-06-09,2026-10-25,Active
3779,30730,Basic,2023-09-24,2027-02-18,Canceled
3780,30696,Standard,2023-06-16,,Canceled
3781,38161,Basic,2022-12-02,2025-06-14,Active
3782,33607,Basic,2024-08-03,2026-09-12,Active
3783,28026,Basic,2022-07-20,2025-12-18,Active
3784,17018,Premium,2023-09-08,2025-09-09,Active
3785,20853,Premium,2023-10-25,2026-07-19,Canceled
3786,18270,Basic,2025-01-11,,Canceled
3787,6061,Basic,2022-12-28,2026-04-26,Active
3788,7983,Premium,2025-01-01,2025-09-25,Active
3789,45906,Basic,2022-05-26,2025-05-31,Active
3790,21774,Basic,2024-08-10,2025-08-25,Active
3791,15596,Premium,2024-09-28,,Canceled
3792,39837,Standard,2022-08-09,2026-05-14,Active
3793,17019,Premium,2024-12-13,2025-10-07,Active
3794,34565,Premium,2023-04-24,2026-10-19,Active
3795,45021,Standard,2025-01-02,2025-06-12,Active
3796,48198,Basic,2023-02-18,2025-07-26,Canceled
3797,29018,Standard,2024-04-15,,Canceled
3798,3086,Standard,2023-08-17,2025-03-18,Canceled
3799,19122,Basic,2022-04-15,2026-07-29,Active
3800,6356,Basic,2023-03-04,2027-02-15,Active
3801,48873,Standard,2022-09-12,2025-09-11,Active
3802,45331,Basic,2023-08-28,2026-11-21,Active
3803,45591,Basic,2024-11-02,2025-08-06,Active
3804,22790,Basic,2023-07-17,2025-07-02,Canceled
3805,29911,Basic,2023-11-10,,Active
3806,28602,Basic,2025-01-16,2025-08-27,Canceled
3807,9819,Premium,2024-01-27,2026-10-19,Active
3808,48636,Standard,2023-06-09,,Active
3809,27357,Standard,2023-05-19,2025-11-22,Active
3810,38601,Premium,2022-03-28,2026-04-25,Canceled
3811,33698,Basic,2022-04-28,,Active
3812,17067,Premium,2025-02-15,2026-12-22,Active
3813,15321,Basic,2022-06-22,2027-01-13,Active
3814,26681,Basic,2023-11-21,2026-08-20,Active
3815,36044,Basic,2022-07-31,,Active
3816,8955,Basic,2024-01-30,,Canceled
3817,47294,Standard,2023-05-05,2026-06-03,Active
3818,19484,Basic,2023-11-17,2025-10-18,Canceled
3819,45506,Premium,2022-04-20,2026-08-19,Active
3820,21878,Standard,2022-04-14,,Active
3821,15703,Standard,2024-07-11,2025-08-19,Canceled
3822,21998,Basic,2025-03-09,2025-04-27,Active
3823,10478,Basic,2024-10-23,2026-11-03,Canceled
3824,26623,Basic,2024-01-10,,Active
3825,46313,Standard,2024-12-08,2026-07-06,Active
3826,33834,Basic,2023-02-22,2026-11-24,Canceled
3827,30809,Basic,2023-07-15,2025-03-27,Canceled
3828,17619,Basic,2023-12-06,2026-08-14,Active
3829,381,Basic,2024-07-11,,Active
3830,42917,Standard,2023-08-31,2025-09-02,Active
3831,3633,Standard,2023-11-02,,Active
3832,48503,Basic,2022-08-21,,Active
3833,1574,Basic,2022-12-23,2025-07-27,Canceled
3834,11411,Basic,2024-05-19,,Active
3835,27236,Basic,2024-03-26,,Active
3836,12998,Basic,2023-07-16,2026-06-03,Canceled
3837,12882,Basic,2023-07-02,2025-06-06,Active
3838,39248,Basic,2023-06-03,2025-05-27,Active
3839,6192,Standard,2022-12-04,,Canceled
3840,34043,Basic,2025-02-25,2025-06-11,Active
3841,14378,Premium,2024-10-06,2025-03-25,Active
3842,39860,Premium,2023-04-26,2026-09-03,Active
3843,9204,Basic,2023-10-03,,Active
3844,11566,Premium,2024-01-13,2025-11-11,Canceled
3845,22302,Premium,2022-12-20,2025-11-01,Canceled
3846,30470,Premium,2023-10-28,2026-07-31,Active
3847,12010,Standard,2022-10-10,2025-05-23,Active
3848,13658,Basic,2024-03-07,,Active
3849,37742,Standard,2023-09-01,2026-10-08,Active
3850,26652,Premium,2023-10-29,2025-11-09,Active
3851,21204,Basic,2025-03-08,2027-01-28,Active
3852,10528,Basic,2025-03-04,2026-09-26,Active
3853,3493,Standard,2022-07-02,2026-01-09,Active
3854,11220,Premium,2024-03-26,2026-02-20,Active
3855,19106,Basic,2022-05-20,2025-11-04,Active
3856,32814,Basic,2024-08-01,,Active
3857,41715,Basic,2022-11-05,2025-04-17,Active
3858,18912,Basic,2023-10-02,2025-09-18,Canceled
3859,5047,Premium,2022-08-01,2026-11-13,Active
3860,25454,Standard,2023-12-31,,Active
3861,29455,Basic,2024-05-23,,Canceled
3862,20153,Standard,2025-03-04,2027-01-15,Active
3863,49444,Standard,2022-12-06,2027-01-21,Active
3864,44869,Basic,2022-11-18,2025-11-25,Canceled
3865,40267,Standard,2024-03-14,,Canceled
3866,38796,Basic,2024-12-08,,Active
3867,24383,Basic,2022-08-07,2026-12-09,Active
3868,42437,Standard,2024-05-03,2027-03-07,Active
3869,33760,Basic,2022-12-25,2026-01-27,Active
3870,8496,Standard,2022-10-06,2025-06-14,Active
3871,44072,Basic,2024-05-15,2026-07-15,Canceled
3872,24470,Basic,2023-06-03,2025-07-20,Active
3873,45323,Basic,2022-04-10,2026-09-20,Active
3874,2838,Basic,2023-08-17,2026-05-13,Active
3875,45691,Standard,2025-01-18,2026-04-20,Active
3876,1981,Basic,2023-06-22,2025-09-25,Active
3877,27989,Standard,2023-07-08,2026-06-08,Active
3878,13031,Standard,2023-12-22,2025-08-05,Active
3879,6185,Basic,2024-01-12,2025-04-26,Canceled
3880,37808,Standard,2024-12-25,,Active
3881,5568,Basic,2023-01-05,2025-10-08,Active
3882,12630,Basic,2022-10-26,2026-05-05,Active
3883,32329,Standard,2025-02-27,,Active
3884,32613,Standard,2024-08-14,,Active
3885,31009,Basic,2022-12-24,2026-03-06,Active
3886,34252,Standard,2022-11-19,2026-09-29,Active
3887,43600,Basic,2023-08-07,2026-02-11,Canceled
3888,11759,Basic,2024-05-21,2025-06-28,Active
3889,1994,Basic,2024-11-09,2026-07-26,Active
3890,38332,Basic,2024-06-08,2026-03-09,Active
3891,8750,Basic,2023-09-09,2027-02-07,Active
3892,30336,Standard,2022-07-30,2025-03-28,Active
3893,36920,Basic,2023-04-20,2026-11-02,Active
3894,31984,Premium,2024-06-15,2026-02-24,Canceled
3895,1245,Basic,2024-11-13,2025-06-26,Active
3896,35961,Basic,2024-03-22,2026-03-27,Canceled
3897,44008,Standard,2022-04-03,2025-06-17,Active
3898,8546,Basic,2022-08-07,2026-06-04,Active
3899,2330,Standard,2024-02-13,2026-06-19,Canceled
3900,14168,Standard,2024-07-25,2026-05-28,Active
3901,29145,Basic,2024-11-03,2025-04-05,Canceled
3902,30655,Standard,2024-05-18,2026-07-31,Active
3903,23895,Standard,2024-05-18,2025-05-02,Active
3904,13319,Basic,2023-12-06,,Canceled
3905,20928,Premium,2024-06-26,,Active
3906,6790,Standard,2023-08-06,,Active
3907,9818,Basic,2023-11-15,2026-10-15,Canceled
3908,13747,Basic,2023-06-18,2026-04-07,Active
3909,49192,Standard,2023-03-21,2026-06-16,Active
3910,34136,Basic,2024-12-23,2025-04-03,Canceled
3911,18991,Basic,2024-08-29,2026-10-02,Active
3912,49257,Basic,2023-12-21,2026-03-22,Active
3913,30201,Standard,2024-01-14,,Canceled
3914,31829,Standard,2022-11-19,,Canceled
3915,47252,Standard,2025-02-07,,Active
3916,13742,Standard,2022-03-11,,Active
3917,15142,Standard,2023-12-03,2025-12-04,Canceled
3918,21899,Premium,2023-12-02,2026-06-11,Active
3919,16224,Premium,2025-01-27,2026-03-16,Active
3920,22902,Basic,2024-05-22,,Canceled
3921,24625,Premium,2024-12-15,,Canceled
3922,8530,Premium,2024-05-26,2025-04-28,Active
3923,9649,Premium,2023-07-14,,Canceled
3924,39465,Standard,2022-05-10,2027-01-22,Active
3925,46410,Basic,2023-08-28,2027-03-04,Canceled
3926,42628,Basic,2022-06-26,,Active
3927,23468,Basic,2024-01-09,2026-07-18,Canceled
3928,16813,Premium,2023-04-09,2026-02-11,Canceled
3929,36033,Premium,2024-01-23,2026-10-28,Active
3930,47308,Standard,2022-10-03,2026-03-06,Active
3931,20100,Standard,2023-12-02,2025-07-07,Active
3932,24798,Basic,2025-01-17,2026-01-18,Active
3933,26139,Premium,2022-10-02,2026-04-09,Active
3934,12089,Basic,2024-07-10,,Active
3935,5783,Premium,2023-09-17,2026-03-04,Canceled
3936,5986,Premium,2024-11-12,,Canceled
3937,26305,Basic,2022-08-18,,Active
3938,6809,Basic,2022-12-18,2026-10-03,Canceled
3939,12168,Premium,2022-11-24,,Active
3940,47544,Premium,2025-01-23,2026-12-28,Canceled
3941,37185,Basic,2024-09-03,2025-03-29,Canceled
3942,13369,Premium,2023-06-06,2026-08-27,Active
3943,35108,Standard,2023-04-06,,Active
3944,24071,Premium,2024-09-19,,Canceled
3945,28522,Premium,2024-10-13,,Active
3946,37320,Basic,2022-12-29,,Canceled
3947,46686,Basic,2022-11-28,,Active
3948,14405,Premium,2023-10-24,,Active
3949,40766,Standard,2023-10-13,2026-12-18,Active
3950,44166,Basic,2022-11-20,2025-06-23,Active
3951,12920,Standard,2023-03-08,2026-11-01,Active
3952,25196,Basic,2024-09-16,,Canceled
3953,25101,Standard,2024-11-18,,Active
3954,27569,Basic,2023-03-12,2025-09-08,Active
3955,8436,Basic,2023-01-11,2025-05-30,Active
3956,2198,Standard,2023-05-30,,Canceled
3957,33415,Premium,2023-01-31,,Active
3958,6670,Basic,2023-10-05,2026-04-18,Active
3959,45374,Basic,2024-04-05,2026-01-20,Active
3960,9021,Premium,2023-11-17,2025-08-20,Canceled
3961,46128,Standard,2022-06-12,,Active
3962,33114,Standard,2023-11-12,2026-08-15,Active
3963,19443,Basic,2023-01-03,2025-07-17,Active
3964,32010,Basic,2024-05-16,2025-10-25,Active
3965,44523,Premium,2024-05-18,2025-06-25,Active
3966,4800,Basic,2023-10-23,2026-12-14,Active
3967,35544,Standard,2024-06-09,2026-09-10,Active
3968,10877,Basic,2025-02-23,,Active
3969,41106,Basic,2022-07-08,,Active
3970,20859,Premium,2023-10-23,2026-10-11,Active
3971,44732,Standard,2024-12-25,2026-07-21,Active
3972,18701,Premium,2022-07-08,,Canceled
3973,28665,Standard,2024-05-04,2027-01-04,Active
3974,24499,Standard,2024-05-21,2025-12-11,Active
3975,41430,Premium,2025-02-06,2026-08-04,Active
3976,3158,Standard,2022-07-31,2026-12-05,Active
3977,15688,Basic,2025-03-04,2026-01-24,Canceled
3978,45024,Basic,2025-02-08,,Active
3979,12260,Premium,2023-12-01,2025-09-14,Active
3980,3294,Basic,2025-01-30,2025-04-03,Active
3981,15412,Basic,2024-08-14,2025-07-31,Active
3982,22962,Basic,2024-11-11,2025-03-18,Canceled
3983,35471,Standard,2024-07-17,2026-05-26,Active
3984,15201,Basic,2022-07-23,,Active
3985,24268,Basic,2023-11-01,,Canceled
3986,46361,Premium,2024-05-24,2026-05-24,Active
3987,14357,Basic,2023-03-11,2025-08-25,Active
3988,29149,Premium,2022-06-12,2026-08-18,Active
3989,14542,Basic,2024-01-18,2025-04-29,Active
3990,27812,Basic,2023-10-03,,Active
3991,27545,Standard,2023-09-28,,Canceled
3992,12049,Premium,2023-07-13,2026-01-07,Canceled
3993,47140,Basic,2024-12-26,2027-01-30,Canceled
3994,2710,Premium,2024-06-27,2027-02-20,Active
3995,9456,Standard,2022-03-20,2025-05-24,Canceled
3996,1173,Basic,2025-02-05,2026-12-15,Active
3997,5387,Standard,2023-05-11,,Active
3998,25394,Basic,2022-06-05,2027-01-02,Canceled
3999,4824,Standard,2023-07-02,2025-03-18,Active
4000,25322,Basic,2023-08-23,,Active
4001,48501,Basic,2024-08-15,2026-06-09,Canceled
4002,31339,Basic,2025-01-16,,Active
4003,35563,Basic,2024-02-05,,Active
4004,3530,Basic,2022-07-16,,Active
4005,33153,Basic,2024-01-28,,Active
4006,26729,Basic,2024-04-18,2025-09-25,Active
4007,24464,Basic,2025-02-01,,Canceled
4008,17019,Basic,2022-09-24,2025-10-31,Canceled
4009,1115,Standard,2023-12-30,2026-10-02,Active
4010,19488,Standard,2024-03-06,,Active
4011,26577,Standard,2023-12-10,2025-03-25,Canceled
4012,43397,Premium,2023-06-23,2026-01-17,Canceled
4013,24741,Basic,2023-04-28,,Canceled
4014,19834,Basic,2022-08-05,,Canceled
4015,26035,Basic,2022-07-14,2026-09-06,Canceled
4016,24940,Basic,2024-07-02,,Active
4017,31825,Basic,2023-06-09,,Canceled
4018,42212,Premium,2023-10-21,2026-07-25,Active
4019,8220,Basic,2023-12-02,2025-09-07,Canceled
4020,39314,Premium,2024-01-04,2025-06-23,Active
4021,42795,Basic,2022-04-12,2026-11-11,Active
4022,20163,Basic,2024-07-02,2025-10-28,Canceled
4023,26065,Basic,2025-02-20,,Canceled
4024,8274,Basic,2025-02-18,,Canceled
4025,41790,Standard,2025-03-09,2025-10-01,Canceled
4026,3339,Premium,2024-06-21,,Active
4027,10183,Basic,2022-11-25,,Active
4028,2164,Premium,2022-11-19,,Active
4029,49107,Standard,2023-03-11,2026-07-21,Canceled
4030,1091,Standard,2024-12-23,2025-11-07,Active
4031,23406,Basic,2022-03-19,2026-06-02,Active
4032,44510,Premium,2023-09-11,2026-02-08,Active
4033,17703,Basic,2025-01-19,2026-01-11,Active
4034,15130,Standard,2024-01-29,2026-02-15,Active
4035,48877,Standard,2022-05-24,2025-06-27,Canceled
4036,20983,Basic,2024-10-02,2026-03-02,Canceled
4037,12990,Basic,2023-12-04,2025-10-17,Active
4038,47055,Basic,2023-11-15,2026-07-22,Canceled
4039,25047,Basic,2022-10-11,,Active
4040,3144,Premium,2023-07-24,,Active
4041,42796,Premium,2023-05-22,2026-09-08,Active
4042,5521,Standard,2024-08-20,,Active
4043,35966,Standard,2022-10-18,2027-01-12,Active
4044,47447,Basic,2024-02-11,2026-01-22,Canceled
4045,39232,Basic,2023-06-20,,Active
4046,29806,Basic,2024-11-25,2026-05-29,Canceled
4047,1847,Basic,2023-11-29,,Canceled
4048,10150,Basic,2024-07-31,2027-02-27,Active
4049,12643,Premium,2023-01-14,2026-10-24,Active
4050,20315,Basic,2022-11-02,2026-11-23,Active
4051,47180,Premium,2022-08-05,2025-09-14,Active
4052,49342,Basic,2022-06-18,2025-08-18,Active
4053,12779,Basic,2024-06-16,2025-11-11,Active
4054,13237,Basic,2024-06-08,,Active
4055,40604,Standard,2023-04-29,2026-12-07,Active
4056,20425,Basic,2023-03-06,2026-11-18,Canceled
4057,12913,Basic,2024-07-04,,Active
4058,22612,Basic,2024-09-27,2026-04-07,Active
4059,6739,Basic,2023-02-22,2025-04-21,Active
4060,12575,Standard,2024-10-27,2026-08-06,Canceled
4061,39681,Standard,2024-05-08,2025-03-24,Active
4062,42700,Basic,2025-02-02,2025-09-14,Active
4063,9189,Basic,2023-09-16,,Active
4064,3824,Basic,2022-10-30,2026-01-02,Active
4065,28821,Standard,2023-04-18,2027-02-20,Canceled
4066,14175,Premium,2024-09-21,2026-12-21,Active
4067,24980,Standard,2023-01-16,2026-08-07,Canceled
4068,5470,Basic,2024-04-28,2026-12-04,Active
4069,9163,Basic,2023-10-29,2025-04-21,Canceled
4070,39089,Basic,2023-06-19,2025-09-16,Active
4071,15781,Standard,2024-10-16,,Active
4072,43501,Basic,2022-03-22,2025-09-10,Active
4073,31013,Basic,2024-01-24,2025-07-04,Canceled
4074,36999,Basic,2024-09-26,,Canceled
4075,32338,Premium,2022-07-21,,Canceled
4076,17161,Basic,2024-09-18,,Active
4077,41964,Standard,2022-05-12,2025-04-29,Active
4078,43636,Premium,2024-12-25,2027-02-05,Canceled
4079,21075,Standard,2024-09-06,,Active
4080,10916,Premium,2024-05-22,,Canceled
4081,46637,Standard,2025-01-12,,Canceled
4082,28044,Basic,2022-10-31,2026-04-05,Canceled
4083,43128,Standard,2022-12-10,2027-02-01,Canceled
4084,45891,Premium,2024-09-26,,Active
4085,41024,Standard,2023-01-07,,Active
4086,15772,Basic,2022-10-24,,Active
4087,18923,Standard,2024-03-01,2025-12-09,Active
4088,13062,Standard,2022-11-08,2026-07-14,Canceled
4089,12432,Basic,2023-03-23,2025-05-14,Canceled
4090,12540,Basic,2022-03-28,2026-04-01,Active
4091,33357,Premium,2025-01-06,,Active
4092,3709,Basic,2024-05-13,2026-04-09,Active
4093,47260,Basic,2024-01-26,,Active
4094,47473,Basic,2023-10-10,,Active
4095,25980,Standard,2022-04-09,2026-12-12,Canceled
4096,15986,Basic,2025-02-22,,Canceled
4097,45861,Basic,2022-06-28,,Canceled
4098,3707,Premium,2024-12-03,,Active
4099,35847,Basic,2024-06-10,,Active
4100,44961,Basic,2025-01-11,2027-01-29,Active
4101,889,Basic,2024-12-31,,Canceled
4102,18507,Basic,2022-06-20,,Active
4103,1591,Premium,2025-01-12,2025-08-08,Canceled
4104,14625,Basic,2024-01-22,2025-12-09,Canceled
4105,30269,Basic,2024-10-04,2025-12-22,Active
4106,16184,Basic,2023-03-09,,Canceled
4107,36167,Basic,2024-11-07,,Active
4108,6202,Premium,2024-06-21,2027-03-05,Active
4109,18476,Standard,2023-05-05,2026-12-18,Active
4110,8910,Basic,2023-08-26,2025-04-09,Active
4111,20978,Premium,2022-08-03,2026-01-21,Canceled
4112,27618,Basic,2024-08-03,2026-03-09,Canceled
4113,14334,Premium,2024-01-13,2026-04-13,Canceled
4114,39342,Premium,2024-08-19,,Active
4115,9876,Basic,2022-10-05,2026-10-16,Active
4116,24980,Standard,2023-08-07,2027-03-05,Active
4117,13231,Standard,2023-03-13,,Canceled
4118,46071,Premium,2023-07-22,2025-12-23,Active
4119,46828,Premium,2023-10-08,2026-11-21,Canceled
4120,8531,Premium,2023-08-03,2026-11-10,Canceled
4121,26625,Standard,2023-06-28,2026-03-13,Canceled
4122,253,Premium,2024-08-23,2026-11-26,Canceled
4123,18927,Basic,2024-05-15,2026-06-03,Active
